중식메뉴,샐러드류,양념 및 장류,나물류,소스류,두류,찜류,곡류,죽류,국탕류,볶음류,유제품류,김치류,밥류,묵류,만두류,견과류,비빔밥볶음밥류,음료류,회류,부침류,덥밥국밥류,빵과자류,채소류,면류,육류,난류,어패류,디저트류,무침류,찌개류,해조류,과일류,전류,조림류,튀김류,장아찌류,구이류,스프류,덮밥국밥류,떡류
"['야채계란찜', '취나물', '낙지볶음', '버섯들깨탕', '배추겉절이', '쌀밥', '잡곡밥']",0,0,1,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['파스타샐러드', '나물비빔밥', '생선까스', '알타리김치', '탈탈소스', '마늘쫑볶음', '유부장국']",1,1,0,1,1,0,1,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"['브로컬리초장', '돼지갈비찜', '쌀밥', '포기김치', '콩나물국', '잡곡밥', '메추리알조림']",0,1,0,1,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"['수제비국', '어묵볶음', '쌀밥', '깐풍기', '포기김치', '톳무침', '잡곡밥']",0,0,0,0,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
"['양파절임', '녹두김치전', '쌀밥', '봄동된장국', '오이부추무침', '훈제오리구이', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
"['콩나물동태찜', '사골떡국', '돌나물무침', '언양식불고기', '쌀밥', '배추겉절이', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['돈육김치찌개', '데리마요', '팝콘치킨', '깍두기', '쌀밥', '해초무침', '잡곡밥', '고등어조림']",0,1,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
"['무피클', '맑은국', '포기김치', '미니채소떡갈비', '군만두', '카레덮밥']",0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"['순살닭갈비', '쌀밥', '치커리사과무침', '어묵국', '포기김치', '잡곡밥', '동그랑땡전']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
"['봄동달래무침', '토란탕', '꽁치한마리구이', '쌀밥', '돈육칠리강정', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
"['오징어볶음', '고추간장지', '햄감자채볶음', '미소국', '포기김치', '강된장', '곤드레밥']",0,3,0,0,0,0,1,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"['숙주나물', '소면', '아욱국', '골뱅이무침', '쌀밥', '석박지', '마늘치킨', '잡곡밥']",0,0,1,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['도라지오이생채', '해물청경채볶음', '쌀밥', '포기김치', '계란말이', '얼큰순두부찌개', '잡곡밥']",0,0,0,0,1,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['야채계란찜', '양념장', '오징어국', '쌀밥', '버섯불고기', '파래김', '포기김치', '잡곡밥']",0,1,0,1,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0
"['미트볼케찹조림', '동태찌개', '쌀밥', '우엉잡채', '방풍나물', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
"['건새우마늘쫑볶음', '옥수수전', '쌀밥', '근대국', '양념찜닭', '포기김치', '잡곡밥']",0,0,0,0,0,1,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"['옹심이만두국', '쌀밥', '모듬쌈', '포기김치', '돈육굴소스볶음', '콩나물겨자채', '잡곡밥']",0,0,1,0,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['시금치나물', '연근땅콩조림', '배추겉절이', '쌀밥', '치킨커틀렛', '고추장찌개', '잡곡밥']",0,1,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"['콩나물불고기', '상추무침', '아욱국', '쌀밥', '맛살전', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"['쇠고기장조림', '굴비구이', '부추생채', '쌀밥', '포기김치', '잡곡밥', '냉이된장찌개']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0
"['세발나물', '돈육김치찌개', '깍두기', '비엔나볶음', '쌀밥', '유린기', '잡곡밥']",0,0,1,0,0,0,2,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"['돼지갈비찜', '물파래전', '쌀밥', '콩가루배추국', '포기김치', '잡곡밥', '통도라지구이']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"['대구매운탕', '올방개묵무침', '고추잡채', '쌀밥', '김구이', '꽃빵', '포기김치', '잡곡밥']",0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
"['알탕', '얼갈이나물', '쌀밥', '오꼬노미계란말이', '소고기숙주볶음', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['소고기미역국', '탕평채', '시금치나물', '쌀밥', '주꾸미볶음', '포기김치', '잡곡밥']",0,0,1,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"['땅콩조림', '바나나', '팽이장국', '언양식불고기', '봄나물비빔밥', '포기김치']",0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0
"['북어콩나물국', '사천식탕수육', '김치전', '쌀밥', '쑥갓두부무침', '포기김치', '잡곡밥']",0,0,0,0,1,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"['생선커틀렛', '쇠고기무국(빨갛게)', '쌀밥', '닭가슴살장조림', '포기김치', '콩나물무침', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
"['꽃게탕', '오이달래무침', '양파절임', '쌀밥', '훈제오리(마늘만)', '포기김치', '잡곡밥', '쌈무']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0
"['도토리묵무침', '배추겉절이', '쌀밥', '쇠불고기', '동태전', '된장찌개', '잡곡밥']",0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
"['유산슬', '맑은계란국', '포기김치', '부추만두', '단무지무침', '짜장밥']",0,1,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"['크래미숙주무침', '감자채전', '쌀밥', '마늘치킨', '근대국', '포기김치', '잡곡밥']",0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"['발사믹D', '버섯구이', '쌀밥', '참나물생채', '포기김치', '미니채소떡갈비', '육개장', '잡곡밥']",0,1,0,1,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0
"['비름나물', '쇠고기낙지볶음', '쌀밥', '날치알계란찜', '포기김치', '얼갈이국', '잡곡밥']",0,0,1,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['해물누룽지탕', '쌀밥', '김치찌개', '열무김치', '우엉잡채', '청경채무침', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"['파채상추무침', '삼겹살오븐구이', '쌀밥', '맛살콩나물냉채', '들깨미역국', '포기김치', '잡곡밥']",1,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"['시금치나물', '황태국', '쌀밥', '닭데리야끼조림', '매운어묵볶음', '포기김치', '잡곡밥']",0,0,1,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"['머위된장나물', '오징어볶음', '쇠고기샤브국', '쌀밥', '포기김치', '잡곡밥', '메추리알조림']",0,0,1,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"['오징어숙회무침', '쌀밥', '방풍나물', '포기김치', '돈육굴소스볶음', '된장찌개', '잡곡밥']",0,1,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0
"['시금치프리타타', '도라지생채', '쇠고기장조림', '들깨시래기국', '쌀밥', '얼갈이겉절이', '잡곡밥']",1,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"['맑은국', '요플레', '포기김치', '곤드레밥', '쫄면무침', '탕수어']",0,1,0,0,0,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"['가지나물', '아욱국', '참치야채전', '쌀밥', '열무김치', '등갈비김치찜', '잡곡밥']",0,0,1,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"['브로컬리맛살볶음', '부추생채', '콩나물김치국', '쌀밥', '버섯불고기', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['아삭고추된장무침', '언양식불고기', '쌀밥', '계란장조림', '포기김치', '부대찌개', '잡곡밥']",0,0,0,0,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
"['콩나물잡채', '도토리묵무침', '닭강정', '쌀밥', '차돌박이찌개', '포기김치', '잡곡밥']",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
"['맑은국', '견과류조림', '하와이안샐러드', '깍두기', '오징어튀김', '비빔밥']",1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"['미역국', '쌀밥', '영양부추생채', '열무김치', '매콤함박스테이크', '삼치구이', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0
"['숙주나물', '꽃게찌개', '곤약야채무침', '배추겉절이', '쌀밥', '탕수육', '잡곡밥']",0,0,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"['참치김치찌개', '양파절임', '올방개묵무침', '부추생채', '쌀밥', '열무김치', '훈제오리구이', '잡곡밥', '쌈무']",0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,4,1,0,0,0,0,0,0,1,0,0,0
"['생선까스', '무생채', '쌀밥', '닭갈비', '들깨미역국', '포기김치', '타르소스', '잡곡밥']",0,1,0,1,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
"['홍어채무침', '쌀밥', '쇠불고기', '고추장찌개', '머위대들깨볶음', '포기김치', '잡곡밥']",0,1,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['잡채', '쌀밥', '포기김치', '제육볶음', '콩나물무침', '된장찌개', '잡곡밥']",0,1,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"['낙지볶음', '비름나물', '깍두기', '쌀밥', '콩가루배추국', '새송이버섯전', '잡곡밥']",0,0,1,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"['카레감자채볶음', '옹심이만두떡국', '마늘쫑무침', '쌀밥', '포기김치', '유린기', '잡곡밥']",0,0,0,0,0,0,4,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"['돈육꽈리고추볶음', '쌀밥', '열무김치', '매운어묵볶음', '치커리유자청무침', '콩비지찌개', '잡곡밥']",0,0,0,0,1,0,2,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"['오징어볶음', '쇠고기샤브국', '양념깻잎지', '맛살계란찜', '쌀밥', '포기김치', '잡곡밥']",0,0,0,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"['쇠고기장조림', '쌀밥', '동태전', '열무된장국', '포기김치', '미나리오이무침', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
"['굴비구이', '깍두기', '고추잡채', '쌀밥', '꽃빵', '청경채무침', '부대찌개', '잡곡밥']",0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['새우살미역국', '쌀밥', '참나물생채', '포기김치', '콩나물겨자채', '순살양념치킨', '잡곡밥']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"['발사믹D', '양배추', '쌈', '시금치된장국', '쌀밥', '포기김치', '버섯구이', '잡곡밥', '제육볶음']",0,1,0,1,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"['쌀밥', '해초무침', '소고기국', '포기김치', '간장찜닭', '부추전', '잡곡밥']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
"['고추지', '감자프리타타', '열무김치', '콩나물밥', '김치국', '고등어구이']",0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"['오이소박이', '두부조림', '상추겉절이', '들깨시래기국', '쌀밥', '오리불고기', '잡곡밥']",0,0,0,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"['주꾸미떡볶음', '부추생채', '쌀밥', '포기김치', '콩나물국', '잡곡밥', '동그랑땡전']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"['청경채사과생채', '황태국', '쌀밥', '소불고기', '계란찜', '포기김치', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['얼갈이된장국', '쌀밥', '맛살전', '동파삼겹수육', '포기김치', '아삭고추무침', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"['가쯔오장국', '오이지무침', '탕수만두', '열무보리비빔밥', '포기김치', '콥샐러드']",1,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"['어묵볶음', '오이냉국', '깍두기', '쌀밥', '참나물땅콩무침', '등갈비김치찜', '잡곡밥']",0,0,0,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"['돈육김치찌개', '삼치된장구이', '도토리묵무침', '배추겉절이', '쌀밥', '모듬소세지볶음', '잡곡밥']",0,0,0,0,0,0,2,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
"['모둠쌈', '쌀밥', '씨앗쌈장', '근대국', '포기김치', '돈육굴소스볶음', '계란말이', '잡곡밥']",0,0,1,1,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"['부추생채', '쌀밥', '훈제오리구이', '포기김치', '새송이버섯전', '콩나물국', '잡곡밥', '쌈무']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
"['숙주나물', '소면', '얼갈이된장국', '골뱅이무침', '배추겉절이', '쌀밥', '미니채소떡갈비', '잡곡밥']",0,0,1,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['쌀밥', '깐풍기', '실곤약초무침', '포기김치', '잡곡밥', '어묵꽈리고추볶음', '호박잎된장찌개']",0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"['쇠고기숙주볶음', '홍어채무침', '쌀밥', '포기김치', '연두부탕', '고구마순나물', '잡곡밥']",0,0,1,0,1,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"['깍두기', '도토리묵냉국', '쭈꾸미볶음', '쌀밥', '치커리사과생채', '늙은호박전', '잡곡밥']",1,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"['파스타샐러드', '치킨핑거', '가쯔오장국', '견과류조림', '포기김치', '강된장', '곤드레밥']",1,1,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"['쇠고기샤브국', '무생채', '배추겉절이', '쌀밥', '갈치구이', '잡곡밥', '메추리알조림']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
"['삼겹살구이', '쫑상추무침', '감자채볶음', '쌀밥', '아욱된장국', '포기김치', '잡곡밥']",0,0,0,0,0,0,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"['들깨시래기국', '오이도라지생채', '해물부추전', '쌀밥', '포기김치', '유자청제육볶음', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"['연근조림', '감자비엔나볶음', '쌀밥', '오이지냉국', '열무김치', '잡곡밥', '고등어김치말이']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"['유부주머니국', '카레라이스', '언양식불고기', '떡볶이', '포기김치', '수박']",0,2,0,0,1,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1
"['비빔야채만두', '해물누룽지탕', '양념깻잎지', '쌀밥', '포기김치', '쇠고기미역국', '잡곡밥']",0,0,0,0,0,0,2,0,2,0,0,2,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"['쌀밥', '셀프무쌈말이', '닭갈비', '포기김치', '나가사끼짬뽕국', '콩나물무침', '잡곡밥']",0,0,0,0,0,0,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0
"['양념장', '양배추쌈', '훈제오리고추장볶음', '곤약흑임자무침', '쌀밥', '차돌박이찌개', '포기김치', '잡곡밥']",0,1,0,1,0,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"['오징어볶음', '북어콩나물국', '시금치나물', '쌀밥', '동그랑땡구이', '포기김치', '잡곡밥']",0,0,1,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"['깍두기', '잡채', '얼갈이된장국', '삼치구이', '아삭고추무침', '콩나물밥']",0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"['두부양념조림', '부추생채', '우무묵냉국', '쌀밥', '갈릭돈까스', '포기김치', '잡곡밥']",0,0,0,0,1,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"['미역줄기볶음', '감자채전', '꼬지어묵탕', '쌀밥', '열무김치', '매운닭찜', '잡곡밥']",0,0,0,0,0,1,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"['청경채겉절이', '쌀밥', '계란찜', '포기김치', '짬뽕불고기', '콩나물국', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"['고기전', '낙지볶음', '쌀밥', '배추된장국', '포기김치', '미역레몬초무침', '잡곡밥']",0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"['유산슬', '짜장덮밥', '계란국', '열무김치', '사과', '단무지', '군만두']",0,1,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0
"['참나물', '어묵볶음', '쌀밥', '아욱된장국', '등갈비김치찜', '알타리김치', '잡곡밥']",0,0,0,0,0,1,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"['숙주나물', '도토리묵무침', '오이냉국', '쌀밥', '포기김치', '유린기', '잡곡밥']",0,0,1,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"['해물겨자냉채', '쌀밥', '버섯불고기', '포기김치', '콩나물국', '우엉조림', '잡곡밥']",1,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"['주꾸미떡볶음', '브로컬리초장', '쌀밥', '어묵국', '두부계란구이', '포기김치', '잡곡밥']",0,1,0,1,1,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"['깍두기', '삼계탕', '<초복특식>', '수박', '찹쌀밥', '생야채&쌈장']",0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"['돼지갈비찜', '쌀밥', '동태전', '근대국', '치커리유자청무침', '포기김치', '잡곡밥']",0,0,0,0,0,1,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
"['알타리김치', '쌀밥', '쑥갓두부무침', '버섯잡채', '갈치조림', '부대찌개', '잡곡밥']",0,0,0,0,1,0,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
"['돈육고추장볶음', '무채국', '모듬양채쌈', '간장두부조림', '쌀밥', '포기김치', '잡곡밥']",0,0,1,0,1,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"['치커리무침', '쌀밥', '열무된장국', '포기김치', '간장찜닭', '잡곡밥', '통도라지구이']",0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"['맑은국', '양장피잡채', '천도복숭아', '오꼬노미야끼', '알타리김치', '김치제육덮밥']",0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0
